anomaly_id,severity,anomaly_type,theme,type,subtype,country,column,description,percent_change,previous_value,current_value,is_real_issue,confidence,notes
24,critical,low_attribute_coverage,buildings,building,,,roof_orientation,100.0% of buildings missing 'roof_orientation' (0.0% coverage),0.0,0.0,0.0379322359540304,FALSE,HIGH,roof_orientation is rare architectural attribute - low coverage expected
25,critical,low_attribute_coverage,buildings,building,,,roof_color,99.9% of buildings missing 'roof_color' (0.1% coverage),0.0,0.0,0.0673580972022787,FALSE,HIGH,roof_color is rare architectural attribute - low coverage expected
26,critical,low_attribute_coverage,buildings,building,,,min_height,100.0% of buildings missing 'min_height' (0.0% coverage),0.0,0.0,0.0007147557642904,FALSE,HIGH,min_height is rare architectural attribute - low coverage expected
27,critical,low_attribute_coverage,buildings,building,,,min_floor,100.0% of buildings missing 'min_floor' (0.0% coverage),0.0,0.0,0.0007417790394057,FALSE,HIGH,min_floor is rare architectural attribute - low coverage expected
28,critical,low_attribute_coverage,buildings,building,,,roof_height,100.0% of buildings missing 'roof_height' (0.0% coverage),0.0,0.0,0.0126390421966626,FALSE,HIGH,roof_height is rare architectural attribute - low coverage expected
29,critical,low_attribute_coverage,buildings,building,,,num_floors_underground,100.0% of buildings missing 'num_floors_underground' (0.0% coverage),0.0,0.0,0.0071315409280184,FALSE,HIGH,num_floors_underground is rare architectural attribute - low coverage expected
30,critical,net_feature_loss,buildings,building,,,,"Net loss of 4,318,594 features (4,479,724 added, 8,798,318 removed)",-0.17,2539170484.0,2534851890.0,TRUE,HIGH,Net feature loss indicates data quality issue
31,critical,low_attribute_coverage,buildings,building_part,,,level,99.1% of building_parts missing 'level' (0.9% coverage),0.0,0.0,0.9189428913833692,UNCERTAIN,LOW,Very low coverage for level - needs investigation
32,critical,low_attribute_coverage,buildings,building_part,,,min_floor,97.3% of building_parts missing 'min_floor' (2.7% coverage),0.0,0.0,2.747158358862771,FALSE,HIGH,min_floor is rare architectural attribute - low coverage expected
33,critical,low_attribute_coverage,buildings,building_part,,,roof_direction,97.7% of building_parts missing 'roof_direction' (2.3% coverage),0.0,0.0,2.3214015471335845,FALSE,HIGH,roof_direction is rare architectural attribute - low coverage expected
34,critical,low_attribute_coverage,buildings,building_part,,,roof_orientation,96.6% of building_parts missing 'roof_orientation' (3.4% coverage),0.0,0.0,3.435883472408633,FALSE,HIGH,roof_orientation is rare architectural attribute - low coverage expected
35,critical,low_attribute_coverage,buildings,building_part,,,roof_height,95.3% of building_parts missing 'roof_height' (4.7% coverage),0.0,0.0,4.6640719448085015,FALSE,HIGH,roof_height is rare architectural attribute - low coverage expected
36,critical,feature_count_spike,divisions,division,locality,BR,,Feature count spiked unexpectedly,100.56,355.0,712.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
37,critical,feature_count_spike,divisions,division,locality,CA,,Feature count spiked unexpectedly,98.91,184.0,366.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
38,critical,feature_count_spike,divisions,division,locality,CN,,Feature count spiked unexpectedly,99.94,3115.0,6228.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
39,critical,feature_count_spike,divisions,division,locality,EG,,Feature count spiked unexpectedly,101.98,101.0,204.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
40,critical,feature_count_spike,divisions,division,locality,IN,,Feature count spiked unexpectedly,102.32,518.0,1048.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
41,critical,feature_count_spike,divisions,division,locality,IR,,Feature count spiked unexpectedly,98.45,129.0,256.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
42,critical,feature_count_spike,divisions,division,locality,JP,,Feature count spiked unexpectedly,100.0,819.0,1638.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
43,critical,feature_count_spike,divisions,division,locality,MX,,Feature count spiked unexpectedly,98.73,158.0,314.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
44,critical,feature_count_spike,divisions,division,locality,PH,,Feature count spiked unexpectedly,101.33,150.0,302.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
45,critical,feature_count_spike,divisions,division,locality,PK,,Feature count spiked unexpectedly,103.7,162.0,330.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
46,critical,feature_count_spike,divisions,division,locality,PT,,Feature count spiked unexpectedly,100.0,158.0,316.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
47,critical,feature_count_spike,divisions,division,locality,RO,,Feature count spiked unexpectedly,100.0,104.0,208.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
48,critical,feature_count_spike,divisions,division,locality,RU,,Feature count spiked unexpectedly,100.0,189.0,378.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
49,critical,feature_count_spike,divisions,division,locality,US,,Feature count spiked unexpectedly,98.93,1125.0,2238.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
50,critical,feature_count_spike,divisions,division,locality,VE,,Feature count spiked unexpectedly,100.0,185.0,370.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
51,critical,feature_count_spike,divisions,division,locality,AE,,Feature count spiked unexpectedly,100.0,120.0,240.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
52,critical,feature_count_spike,divisions,division,locality,AF,,Feature count spiked unexpectedly,100.0,494.0,988.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
53,critical,feature_count_spike,divisions,division,locality,AL,,Feature count spiked unexpectedly,100.0,1377.0,2754.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
54,critical,feature_count_spike,divisions,division,locality,AO,,Feature count spiked unexpectedly,108.84,1946.0,4064.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
55,critical,feature_count_spike,divisions,division,locality,AR,,Feature count spiked unexpectedly,100.0,4351.0,8702.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
56,critical,feature_count_spike,divisions,division,locality,AT,,Feature count spiked unexpectedly,100.31,15575.0,31198.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
57,critical,feature_count_spike,divisions,division,locality,AU,,Feature count spiked unexpectedly,100.56,5403.0,10836.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
58,critical,feature_count_spike,divisions,division,locality,AZ,,Feature count spiked unexpectedly,100.0,1813.0,3626.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
59,critical,feature_count_spike,divisions,division,locality,BA,,Feature count spiked unexpectedly,101.24,4180.0,8412.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
60,critical,feature_count_spike,divisions,division,locality,BB,,Feature count spiked unexpectedly,100.0,190.0,380.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
61,critical,feature_count_spike,divisions,division,locality,BE,,Feature count spiked unexpectedly,103.47,2651.0,5394.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
62,critical,feature_count_spike,divisions,division,locality,BF,,Feature count spiked unexpectedly,100.64,1248.0,2504.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
63,critical,feature_count_spike,divisions,division,locality,BG,,Feature count spiked unexpectedly,101.73,1732.0,3494.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
64,critical,feature_count_spike,divisions,division,locality,BJ,,Feature count spiked unexpectedly,105.21,8180.0,16786.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
65,critical,feature_count_spike,divisions,division,locality,BO,,Feature count spiked unexpectedly,100.73,11748.0,23582.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
66,critical,feature_count_spike,divisions,division,locality,BR,,Feature count spiked unexpectedly,107.59,65911.0,136826.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
67,critical,feature_count_spike,divisions,division,locality,BS,,Feature count spiked unexpectedly,100.0,134.0,268.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
68,critical,feature_count_spike,divisions,division,locality,BT,,Feature count spiked unexpectedly,100.0,273.0,546.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
69,critical,feature_count_spike,divisions,division,locality,BY,,Feature count spiked unexpectedly,100.74,19018.0,38176.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
70,critical,feature_count_spike,divisions,division,locality,BZ,,Feature count spiked unexpectedly,100.0,107.0,214.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
71,critical,feature_count_spike,divisions,division,locality,CA,,Feature count spiked unexpectedly,101.12,3944.0,7932.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
72,critical,feature_count_spike,divisions,division,locality,CD,,Feature count spiked unexpectedly,104.71,1486.0,3042.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
73,critical,feature_count_spike,divisions,division,locality,CF,,Feature count spiked unexpectedly,100.81,737.0,1480.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
74,critical,feature_count_spike,divisions,division,locality,CG,,Feature count spiked unexpectedly,100.0,1090.0,2180.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
75,critical,feature_count_spike,divisions,division,locality,CH,,Feature count spiked unexpectedly,100.11,7014.0,14036.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
76,critical,feature_count_spike,divisions,division,locality,CI,,Feature count spiked unexpectedly,109.25,1406.0,2942.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
77,critical,feature_count_spike,divisions,division,locality,CL,,Feature count spiked unexpectedly,100.57,14309.0,28700.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
78,critical,feature_count_spike,divisions,division,locality,CM,,Feature count spiked unexpectedly,100.0,765.0,1530.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
79,critical,feature_count_spike,divisions,division,locality,CN,,Feature count spiked unexpectedly,104.51,151890.0,310630.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
80,critical,feature_count_spike,divisions,division,locality,CO,,Feature count spiked unexpectedly,100.04,10828.0,21660.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
81,critical,feature_count_spike,divisions,division,locality,CR,,Feature count spiked unexpectedly,99.86,2928.0,5852.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
82,critical,feature_count_spike,divisions,division,locality,CU,,Feature count spiked unexpectedly,100.73,4657.0,9348.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
83,critical,feature_count_spike,divisions,division,locality,CV,,Feature count spiked unexpectedly,100.0,243.0,486.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
84,critical,feature_count_spike,divisions,division,locality,CY,,Feature count spiked unexpectedly,96.26,107.0,210.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
85,critical,feature_count_spike,divisions,division,locality,CZ,,Feature count spiked unexpectedly,100.64,5641.0,11318.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
86,critical,feature_count_spike,divisions,division,locality,DE,,Feature count spiked unexpectedly,99.96,46801.0,93584.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
87,critical,feature_count_spike,divisions,division,locality,DK,,Feature count spiked unexpectedly,99.83,6976.0,13940.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
88,critical,feature_count_spike,divisions,division,locality,DO,,Feature count spiked unexpectedly,100.51,1171.0,2348.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
89,critical,feature_count_spike,divisions,division,locality,DZ,,Feature count spiked unexpectedly,100.12,3359.0,6722.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
90,critical,feature_count_spike,divisions,division,locality,EC,,Feature count spiked unexpectedly,100.32,13934.0,27912.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
91,critical,feature_count_spike,divisions,division,locality,EE,,Feature count spiked unexpectedly,100.14,4416.0,8838.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
92,critical,feature_count_spike,divisions,division,locality,ES,,Feature count spiked unexpectedly,99.7,59031.0,117886.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
93,critical,feature_count_spike,divisions,division,locality,ET,,Feature count spiked unexpectedly,100.0,744.0,1488.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
94,critical,feature_count_spike,divisions,division,locality,FI,,Feature count spiked unexpectedly,100.38,5801.0,11624.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
95,critical,feature_count_spike,divisions,division,locality,FR,,Feature count spiked unexpectedly,100.27,226279.0,453164.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
96,critical,feature_count_spike,divisions,division,locality,GA,,Feature count spiked unexpectedly,100.0,171.0,342.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
97,critical,feature_count_spike,divisions,division,locality,GB,,Feature count spiked unexpectedly,101.03,19940.0,40086.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
98,critical,feature_count_spike,divisions,division,locality,GE,,Feature count spiked unexpectedly,103.39,590.0,1200.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
99,critical,feature_count_spike,divisions,division,locality,GF,,Feature count spiked unexpectedly,100.0,331.0,662.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
100,critical,feature_count_spike,divisions,division,locality,GH,,Feature count spiked unexpectedly,100.28,1442.0,2888.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
101,critical,feature_count_spike,divisions,division,locality,GM,,Feature count spiked unexpectedly,100.0,151.0,302.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
102,critical,feature_count_spike,divisions,division,locality,GN,,Feature count spiked unexpectedly,99.27,6303.0,12560.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
103,critical,feature_count_spike,divisions,division,locality,GP,,Feature count spiked unexpectedly,100.51,393.0,788.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
104,critical,feature_count_spike,divisions,division,locality,GR,,Feature count spiked unexpectedly,100.12,4873.0,9752.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
105,critical,feature_count_spike,divisions,division,locality,GT,,Feature count spiked unexpectedly,111.63,3713.0,7858.0,UNCERTAIN,LOW,Needs manual review
106,critical,feature_count_spike,divisions,division,locality,GW,,Feature count spiked unexpectedly,100.0,238.0,476.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
107,critical,feature_count_spike,divisions,division,locality,GY,,Feature count spiked unexpectedly,99.69,637.0,1272.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
108,critical,feature_count_spike,divisions,division,locality,HK,,Feature count spiked unexpectedly,99.79,962.0,1922.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
109,critical,feature_count_spike,divisions,division,locality,HN,,Feature count spiked unexpectedly,100.2,1973.0,3950.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
110,critical,feature_count_spike,divisions,division,locality,HR,,Feature count spiked unexpectedly,101.22,12917.0,25992.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
111,critical,feature_count_spike,divisions,division,locality,HT,,Feature count spiked unexpectedly,100.0,2597.0,5194.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
112,critical,feature_count_spike,divisions,division,locality,HU,,Feature count spiked unexpectedly,104.52,1505.0,3078.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
113,critical,feature_count_spike,divisions,division,locality,ID,,Feature count spiked unexpectedly,111.58,19478.0,41212.0,UNCERTAIN,LOW,Needs manual review
114,critical,feature_count_spike,divisions,division,locality,IE,,Feature count spiked unexpectedly,100.38,1584.0,3174.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
115,critical,feature_count_spike,divisions,division,locality,IN,,Feature count spiked unexpectedly,100.85,87186.0,175116.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
116,critical,feature_count_spike,divisions,division,locality,IQ,,Feature count spiked unexpectedly,99.19,491.0,978.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
117,critical,feature_count_spike,divisions,division,locality,IR,,Feature count spiked unexpectedly,99.81,4247.0,8486.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
118,critical,feature_count_spike,divisions,division,locality,IT,,Feature count spiked unexpectedly,100.41,47760.0,95714.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
119,critical,feature_count_spike,divisions,division,locality,JM,,Feature count spiked unexpectedly,100.0,1535.0,3070.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
120,critical,feature_count_spike,divisions,division,locality,JP,,Feature count spiked unexpectedly,97.69,5977.0,11816.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
121,critical,feature_count_spike,divisions,division,locality,KE,,Feature count spiked unexpectedly,101.27,474.0,954.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
122,critical,feature_count_spike,divisions,division,locality,KG,,Feature count spiked unexpectedly,97.7,609.0,1204.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
123,critical,feature_count_spike,divisions,division,locality,KH,,Feature count spiked unexpectedly,102.55,550.0,1114.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
124,critical,feature_count_spike,divisions,division,locality,KP,,Feature count spiked unexpectedly,100.7,570.0,1144.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
125,critical,feature_count_spike,divisions,division,locality,KR,,Feature count spiked unexpectedly,164.9,453.0,1200.0,TRUE,HIGH,Very large spike indicates data source change or error
126,critical,feature_count_spike,divisions,division,locality,KZ,,Feature count spiked unexpectedly,96.92,3376.0,6648.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
127,critical,feature_count_spike,divisions,division,locality,LC,,Feature count spiked unexpectedly,100.0,257.0,514.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
128,critical,feature_count_spike,divisions,division,locality,LK,,Feature count spiked unexpectedly,100.09,2146.0,4294.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
129,critical,feature_count_spike,divisions,division,locality,LR,,Feature count spiked unexpectedly,100.0,12236.0,24472.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
130,critical,feature_count_spike,divisions,division,locality,LS,,Feature count spiked unexpectedly,100.84,2151.0,4320.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
131,critical,feature_count_spike,divisions,division,locality,LT,,Feature count spiked unexpectedly,100.0,1582.0,3164.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
132,critical,feature_count_spike,divisions,division,locality,LU,,Feature count spiked unexpectedly,100.0,208.0,416.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
133,critical,feature_count_spike,divisions,division,locality,LV,,Feature count spiked unexpectedly,100.18,4428.0,8864.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
134,critical,feature_count_spike,divisions,division,locality,MA,,Feature count spiked unexpectedly,100.09,2186.0,4374.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
135,critical,feature_count_spike,divisions,division,locality,ME,,Feature count spiked unexpectedly,104.39,2686.0,5490.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
136,critical,feature_count_spike,divisions,division,locality,MG,,Feature count spiked unexpectedly,100.26,13215.0,26464.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
137,critical,feature_count_spike,divisions,division,locality,MK,,Feature count spiked unexpectedly,100.0,308.0,616.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
138,critical,feature_count_spike,divisions,division,locality,ML,,Feature count spiked unexpectedly,105.87,7118.0,14654.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
139,critical,feature_count_spike,divisions,division,locality,MM,,Feature count spiked unexpectedly,105.49,583.0,1198.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
140,critical,feature_count_spike,divisions,division,locality,MN,,Feature count spiked unexpectedly,98.88,178.0,354.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
141,critical,feature_count_spike,divisions,division,locality,MQ,,Feature count spiked unexpectedly,100.0,113.0,226.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
142,critical,feature_count_spike,divisions,division,locality,MR,,Feature count spiked unexpectedly,98.64,883.0,1754.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
143,critical,feature_count_spike,divisions,division,locality,MX,,Feature count spiked unexpectedly,100.15,35499.0,71052.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
144,critical,feature_count_spike,divisions,division,locality,MY,,Feature count spiked unexpectedly,100.54,2584.0,5182.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
145,critical,feature_count_spike,divisions,division,locality,MZ,,Feature count spiked unexpectedly,100.0,371.0,742.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
146,critical,feature_count_spike,divisions,division,locality,NC,,Feature count spiked unexpectedly,100.0,174.0,348.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
147,critical,feature_count_spike,divisions,division,locality,NE,,Feature count spiked unexpectedly,100.0,5798.0,11596.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
148,critical,feature_count_spike,divisions,division,locality,NG,,Feature count spiked unexpectedly,100.0,3946.0,7892.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
149,critical,feature_count_spike,divisions,division,locality,NI,,Feature count spiked unexpectedly,100.0,5657.0,11314.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
150,critical,feature_count_spike,divisions,division,locality,NL,,Feature count spiked unexpectedly,100.05,3853.0,7708.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
151,critical,feature_count_spike,divisions,division,locality,NO,,Feature count spiked unexpectedly,100.02,18710.0,37424.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
152,critical,feature_count_spike,divisions,division,locality,NP,,Feature count spiked unexpectedly,100.07,11218.0,22444.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
153,critical,feature_count_drop,divisions,division,locality,NZ,,Feature count dropped significantly,-100.0,1431.0,0.0,TRUE,HIGH,Large drop - data loss concern
154,critical,feature_count_spike,divisions,division,locality,OM,,Feature count spiked unexpectedly,100.9,444.0,892.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
155,critical,feature_count_spike,divisions,division,locality,PA,,Feature count spiked unexpectedly,102.04,2062.0,4166.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
156,critical,feature_count_spike,divisions,division,locality,PE,,Feature count spiked unexpectedly,100.48,39417.0,79024.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
157,critical,feature_count_spike,divisions,division,locality,PG,,Feature count spiked unexpectedly,100.19,2147.0,4298.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
158,critical,feature_count_spike,divisions,division,locality,PH,,Feature count spiked unexpectedly,100.95,7968.0,16012.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
159,critical,feature_count_spike,divisions,division,locality,PK,,Feature count spiked unexpectedly,99.9,1947.0,3892.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
160,critical,feature_count_spike,divisions,division,locality,PL,,Feature count spiked unexpectedly,99.87,56631.0,113188.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
161,critical,feature_count_spike,divisions,division,locality,PR,,Feature count spiked unexpectedly,148.14,1803.0,4474.0,UNCERTAIN,LOW,Needs manual review
162,critical,feature_count_spike,divisions,division,locality,PT,,Feature count spiked unexpectedly,100.69,14426.0,28952.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
163,critical,feature_count_spike,divisions,division,locality,PY,,Feature count spiked unexpectedly,100.0,520.0,1040.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
164,critical,feature_count_spike,divisions,division,locality,RO,,Feature count spiked unexpectedly,100.37,536.0,1074.0,TRUE,HIGH,~100% increase indicates systematic duplication bug
